;country_name;country_code;year;AG.LND.AGRI.ZS;AG.LND.ARBL.ZS;AG.LND.FRST.ZS;BX.KLT.DINV.WD.GD.ZS;EG.ELC.COAL.ZS;EG.ELC.HYRO.ZS;EG.ELC.NGAS.ZS;EG.ELC.NUCL.ZS;EG.ELC.PETR.ZS;EG.ELC.RNEW.ZS;EG.ELC.RNWX.KH;EG.ELC.RNWX.ZS;EG.USE.ELEC.KH.PC;EG.USE.PCAP.KG.OE;EN.ATM.CO2E.GF.ZS;EN.ATM.CO2E.LF.ZS;EN.ATM.CO2E.PC;EN.ATM.CO2E.SF.ZS;EN.ATM.GHGO.KT.CE;EN.ATM.METH.KT.CE;EN.ATM.NOXE.KT.CE;NV.AGR.TOTL.ZS;SH.DYN.MORT;SP.POP.GROW;SP.POP.TOTL;SP.URB.GROW;SP.URB.TOTL.IN.ZS;IncomeGroup;gdp
10;Afghanistan;AFG;2000;57,882955399169;11,7795869555218;1,85278199408184;;;;;;;74,9890940817217;;;;;29,0502597402597;64,7677922077922;0,0388886404336861;0,476233766233766;-1556,07284164429;9560,0004196167;3480,0;;129,3;1,4438030241194;19542982,0;1,86137729962901;22,078;Low income;
11;Afghanistan;AFG;2001;57,882955399169;11,7795869555218;1,85278199408184;;;;;;;72,8114599913182;;;;;25,8048148148148;60,6639506172839;0,037077233197309;8,6016049382716;-1452,08533096313;8350,00038146973;3070,0;;125,3;0,742516834396313;19688632,0;1,15383861520503;22,169;Low income;
12;Afghanistan;AFG;2002;57,882955399169;11,7719209481318;1,85278199408184;1,29727420799131;;;;;;79,0639711991138;;;;;49,6711818181818;40,0036363636364;0,0490470197787003;5,00045454545455;-1189,82818984985;10199,9998092651;3560,0;38,6278918638443;121,2;6,44932147797304;21000256,0;6,86345297807244;22,261;Low income;3854235264.37171
13;Afghanistan;AFG;2003;58,123668031216;11,9160418870644;1,85278199408184;1,27326773088894;;;;;;70,2497285559175;;;;;34,496962962963;45,9054074074074;0,0538747195803349;6,79074074074074;-1123,43363571167;10510,0002288818;3690,0;37,4188554431481;117,0;7,54101896480183;22645130,0;7,95344768841497;22,353;Low income;4539500884.0479
14;Afghanistan;AFG;2004;58,125201232694;11,9835027520967;1,85278199408184;3,57989488419472;;;;;;70,8908406524467;;;;;20,1198230088496;49,6505309734513;0,0437301352730113;8,11283185840708;-1604,83601379395;10500,0;3670,0;29,7210671376957;112,8;3,93317768847308;23553551,0;4,58865325754718;22,5;Low income;5220823684.66085
15;Afghanistan;AFG;2005;58,123668031216;11,9666375358386;1,85278199408184;4,35257512887185;;;;;;74,0618101545254;;;;;20,1237804878049;52,5454268292683;0,063495466170261;6,48432926829268;-1272,78789520264;10729,9995422363;3820,0;31,114854912062;108,6;3,57650800354462;24411191,0;4,47468958963317;22,703;Low income;6226199249.32211
16;Afghanistan;AFG;2006;58,123668031216;11,9497723195805;1,85278199408184;3,41395868542516;;;;;;70,7557502738226;;;;;17,0118556701031;58,5963917525773;0,0691743844762328;8,31690721649485;-1163,72897720337;11180,0003051758;3660,0;28,6359685844686;104,3;4,13967803534352;25442944,0;5,03421600301046;22,907;Low income;6971379033.26327
17;Afghanistan;AFG;2007;58,123668031216;11,9497723195805;1,85278199408184;1,94210198645613;;;;;;72,0;;;;;13,0520338983051;50,8097033898305;0,0683310586911881;31,6977966101695;-381,266067504879;11609,9996566772;3600,0;30,1050113574013;100,0;1,79319572747206;25903301,0;2,68846842633562;23,113;Low income;9715761649.79443
18;Afghanistan;AFG;2008;58,123668031216;11,9497723195805;1,85278199408184;0,449119854161372;;;;;;68,6548223350254;;;;;6,76599088838269;64,0680865603645;0,134709695975708;24,5580410022779;613,016979217529;12899,9996185303;3880,0;24,8922700059742;95,9;2,00233326232255;26427199,0;2,89394890008399;23,32;Low income;10249767311.213
19;Afghanistan;AFG;2009;58,123668031216;11,9482391181025;1,85278199408184;0,461604318218299;;;;;;87,1766029246344;;;;;4,52263333333333;82,4463833333333;0,178197750875713;25,6078833333333;1144,77175140381;13390,0003433228;4160,0;29,2975010547259;91,8;3,56128837446668;27385307,0;4,44926873597444;23,528;Low income;12154835707.8987
20;Afghanistan;AFG;2010;58,125201232694;11,9482391181025;1,85278199408184;1,22026467671187;;;;;;85,9865470852018;;;;;3,12985005767013;67,7147289504037;0,252220037661822;26,5191349480969;2581,59587478638;15199,9998092651;4580,0;26,2100685374552;87,8;2,89490410370988;28189672,0;3,77927906385172;23,737;Low income;15633856787.0425
21;Afghanistan;AFG;2011;58,123668031216;11,9451727151465;1,85278199408184;0,286818266582787;;;;;;82,4875621890547;;;;;2,51246329526917;62,0638254486134;0,305307954864333;35,1146655791191;5607,86002731323;15500,0;4680,0;23,7436639877543;84,0;3,68950830230738;29249157,0;4,57449331406255;23,948;Low income;18190410820.6235
22;Afghanistan;AFG;2012;58,123668031216;11,9436395136685;1,85278199408184;0,281255499281746;;;;;;85,9099804305284;;;;;2,94763636363636;64,7076363636364;0,265209508578463;35,0909090909091;3299,16196060181;15630,0001144409;4720,0;24,390873626371;80,3;4,07762772858795;30466479,0;4,95898098432825;24,16;Low income;20203572959.5023
23;Albania;ALB;1990;40,9124087591241;21,1313868613139;28,7883211678832;0,0;0,0;86,4077669902913;0,0;0,0;13,5922330097087;86,4077669902913;0,0;0,0;552,252184819181;813,255695500012;7,6976694214876;35,9426611570248;1,81954163372931;41,3370909090909;-459,98779296875;3539,99996185303;1560,0;;40,8;1,79908559333186;3286542,0;2,54304254474964;36,428;Upper middle income;2028553750.0
24;Albania;ALB;1991;41,1313868613139;21,0948905109489;28,7171532846715;0,0;0,0;92,1424829753798;0,0;0,0;7,85751702462022;92,1424829753798;0,0;0,0;418,45358899715;572,781843950789;6,69160583941606;54,2466180048662;1,24281022043045;36,0454501216545;-182,54373168945;3500,0;1190,0;;39,1;-0,602809679480026;3266790,0;0,141060581773093;36,7;Upper middle income;1099559027.77778
25;Albania;ALB;1992;41,1313868613139;21,0948905109489;28,6459854014599;3,06666159864896;0,0;95,0500883912787;0,0;0,0;4,94991160872127;95,0500883912787;0,0;0,0;453,64407387777;418,286629757142;8,84008928571428;63,1902678571429;0,683699826210896;35,6877678571429;-59,9872741699201;3410,00008583069;1100,0;;37,6;-0,606434726201759;3247039,0;0,878430429802018;37,249;Upper middle income;652174990.837304
26;Albania;ALB;1993;41,0948905109489;21,0583941605839;28,5748175182482;4,89321210624299;0,0;93,9076225559649;0,0;0,0;6,09237744403514;93,9076225559649;0,0;0,0;536,363825095196;412,378880465233;7,61743961352657;71,568502415459;0,638307036219586;29,0525603864734;-77,8938140869104;3490,00000953674;1150,0;;36,3;-0,610165792730247;3227287,0;0,855534960140529;37,799;Upper middle income;1185315468.46295
27;Albania;ALB;1994;41,0948905109489;21,0583941605839;28,5036496350365;2,81772280812469;0,0;95,686374016747;0,0;0,0;4,31362598325298;95,686374016747;0,0;0,0;596,407959255952;441,249295409311;4,62658878504673;75,0535514018692;0,645355188531009;7,88233644859813;-142,33749389648;4079,99992370605;1360,0;;35,0;-0,613880506929603;3207536,0;0,843725669639771;38,354;Upper middle income;1880951520.3972
28;Albania;ALB;1995;41,1313868613139;21,0583941605839;28,4324817518248;2,92548596657615;0,0;93,9861390565616;0,0;0,0;6,01386094343841;93,9861390565616;0,0;0,0;663,783995402449;417,034843013203;2,63271794871795;91,0168205128205;0,605436252895428;8,27425641025641;-70,5606842040997;4079,99992370605;1340,0;;33,8;-0,617703658436963;3187784,0;0,824171260000091;38,911;Upper middle income;2392764853.42107
29;Albania;ALB;1996;41,2773722627737;21,0583941605839;28,3613138686131;2,81594061771928;0,0;95,7204948177867;0,0;0,0;4,27950518221331;95,7204948177867;0,0;0,0;904,346640328557;447,848870261137;2,23370558375635;89,1620812182741;0,612367358547086;5,77040609137056;-30,7362518310501;3910,00008583069;1190,0;36,410863772173;32,5;-0,62151139901728;3168033,0;0,812476342196282;39,473;Upper middle income;3199641335.93751
30;Albania;ALB;1997;41,4233576642336;21,0948905109489;28,2901459854015;2,1031528051092;0,0;96,1744452945677;0,0;0,0;3,82555470543229;96,1744452945677;0,0;0,0;694,664802792381;384,594958328053;2,4777027027027;95,3915540540541;0,466921472384454;2,97324324324324;-28,3144073486301;3700,00004768372;1120,0;31,5434438797069;31,2;-0,625430096900055;3148281,0;0,788237294994372;40,035;Upper middle income;2258513974.0968
31;Albania;ALB;1998;41,5693430656934;21,0583941605839;28,2189781021898;1,76789579262462;0,0;96,3202192209826;0,0;0,0;3,67978077901742;96,3202192209826;0,0;0,0;734,849913537668;426,682819087559;1,8335;90,4526666666667;0,572153695185918;3,05583333333333;86,1913146972702;3559,99994277954;1160,0;28,7856504386147;29,9;-0,629334392525913;3128530,0;0,774515178812666;40,601;Upper middle income;2545964540.88383
32;Albania;ALB;1999;41,7883211678832;21,0583941605839;28,1478102189781;1,28264133419298;0,0;97,3291582243507;0,0;0,0;2,67084177564929;97,3291582243507;0,0;0,0;1414,70378393053;576,183632282524;0,987744107744108;93,9591582491582;0,955359308384195;3,7040404040404;45,2597351074201;3609,99989509583;1120,0;25,9187455195517;28,5;-0,63335227398725;3108778,0;0,755983737416337;41,169;Upper middle income;3212121650.97755
33;Albania;ALB;2000;41,7518248175182;21,0948905109489;28,0766423357664;4,10877595525929;0,0;96,1490163248221;0,0;0,0;3,8509836751779;96,1490163248221;0,0;0,0;1449,64741324695;580,494764208924;0,694069400630915;89,766309148265;1,026213108529;2,19788643533123;150,656036376949;3670,00007629395;1180,0;24,5154120419235;27,2;-0,637356833943492;3089027,0;0,742478629285177;41,741;Upper middle income;3480355258.04122
34;Albania;ALB;2001;41,5693430656934;21,0948905109489;28,1232481751825;5,28543275433979;0,0;95,3083109919571;0,0;0,0;4,6916890080429;95,3083109919571;0,0;0,0;1351,23079642883;597,265252650749;0,455527950310559;97,1413354037267;1,05549588209555;2,50540372670807;-5,31384277343932;3609,99989509583;1140,0;22,7161641958722;25,8;-0,93847042771206;3060173,0;0,710442617598151;42,435;Upper middle income;3922100793.5403
35;Albania;ALB;2002;41,6058394160584;21,0948905109489;28,1698540145985;3,10482707446756;0,0;93,9539860888176;0,0;0,0;6,04601391118245;93,9539860888176;0,0;0,0;1578,16591882688;660,04798411018;0,684506666666667;97,10216;1,23237878291558;2,24909333333333;-6,6241302490198;3559,99994277954;1290,0;22,0251140879353;24,4;-0,299876697084691;3051010,0;2,18120890441126;43,501;Upper middle income;4348068242.19512
36;Albania;ALB;2003;40,9124087591241;21,0948905109489;28,2164598540146;3,17270817814522;0,0;97,8565705128205;0,0;0,0;2,14342948717949;97,8565705128205;0,0;0,0;1469,26453867857;648,168387059418;0,624549878345499;94,7531386861314;1,3389849808862;2,05209245742092;59,4100036621103;3569,9999332428;1300,0;21,9782570845961;22,9;-0,374149169291299;3039616,0;2,06027418181457;44,573;Upper middle income;5611496257.14231
37;Albania;ALB;2004;40,9489051094891;21,0948905109489;28,2630656934307;4,75017450889019;0,0;97,5026757046022;0,0;0,0;2,49732429539779;97,5026757046022;0,0;0,0;1797,52548696885;715,414483080102;0,769300699300699;87,7002797202797;1,40405868767094;1,96599067599068;79,3008270263699;3500,0;1260,0;20,537486307981;21,5;-0,417931377925999;3026939,0;1,97179893742068;45,651;Upper middle income;7184685781.51876
38;Albania;ALB;2005;39,3065693430657;19,6350364963504;28,3096715328467;3,25976919303765;0,0;98,713944515892;0,0;0,0;1,28605548410803;98,713944515892;0,0;0,0;1722,07284972507;719,584378082987;0,54058968058968;96,2249631449632;1,33820939947885;1,8019656019656;98,8053741455096;3490,00000953674;1270,0;18,8453087247237;20,0;-0,511790116421897;3011487,0;1,82642935665107;46,731;Upper middle income;8052073539.38058
39;Albania;ALB;2006;40,8759124087591;21,3138686131387;28,3562773722628;3,65485220012029;0,0;98,3164373642288;0,0;0,0;1,68356263577118;98,3164373642288;0,0;0,0;1218,36014605619;706,859407721917;0,543259259259259;87,5552839506173;1,33999573904164;1,81086419753086;151,1876373291;3440,00005722046;1210,0;17,7083536239523;18,5;-0,630911244851673;2992547,0;1,66222789724062;47,815;Upper middle income;8896072918.9814
40;Albania;ALB;2007;40,8394160583942;21,0948905109489;28,4028832116788;6,10898006747451;0,0;97,4825174825175;0,0;0,0;2,51748251748252;97,4825174825175;0,0;0,0;1213,12436932179;679,861765101008;0,782061611374408;80,1178672985782;1,3939313702533;1,73791469194313;219,94317626953;3299,99995231628;1200,0;17,1536195739533;17,1;-0,75571875541991;2970017,0;1,49221506952818;48,902;Upper middle income;10677324144.4289
41;Albania;ALB;2008;43,1021897810219;22,2627737226277;28,4494890510949;9,68207039380729;0,0;100,0;0,0;0,0;0,0;100,0;0,0;0,0;1617,7441562046;710,748498463347;0,351750599520384;91,1034052757794;1,38431124871868;2,46225419664269;248,67105793953;3130,00011444092;1130,0;16,8370538440754;15,8;-0,767342959142321;2947314,0;1,43512421072918;49,991;Upper middle income;12881353507.8539
42;Albania;ALB;2009;43,8430656934307;22,2262773722628;28,4960948905109;11,1706408928228;0,0;99,9807766243752;0,0;0,0;0,0192233756247597;99,9807766243752;0,0;0,0;1835,68407241763;732,316681804627;0,424421296296296;79,1121296296296;1,44149356167856;8,99773148148148;855,45292520523;3019,99998092651;1120,0;16,7943836018798;14,5;-0,673894046451936;2927519,0;1,47328791317413;51,076;Upper middle income;12044208085.864
43;Albania;ALB;2010;43,8430656934307;22,8467153284672;28,542700729927;9,13813414575857;0,0;99,9867864693446;0,0;0,0;0,0132135306553911;99,9867864693446;0,0;0,0;1943,34335385842;729,154372728518;0,560458515283843;76,302423580786;1,52762366260495;9,36766375545852;809,13479995728;3029,99997138977;1110,0;17,9558663972347;13,3;-0,49646196338738;2913021,0;1,60937326447224;52,163;Upper middle income;11926922828.9911
44;Albania;ALB;2011;43,8321167883212;22,7007299270073;28,5946532846715;8,13533347464313;0,0;98,5922214268671;0,0;0,0;1,4077785731329;98,5922214268671;0,0;0,0;2205,70392004668;764,968616564465;0,582063492063492;74,9406746031746;1,66942319005525;10,6226587301587;1014,18354034424;3019,99998092651;1150,0;18,2267896025292;12,2;-0,269017331764615;2905195,0;1,78778378467889;53,247;Upper middle income;12890764531.3284
45;Albania;ALB;2012;43,8430656934307;22,5948905109489;28,6466058394161;7,45135722825391;0,0;100,0;0,0;0,0;0,0;100,0;0,0;0,0;2118,32777605579;687,896259861998;0,640524017467249;68,9363973799127;1,50324046003101;13,6912008733624;681,64368367195;3059,99994277954;1150,0;18,7668018946422;11,2;-0,165151040121679;2900401,0;1,84837893643447;54,33;Upper middle income;12319830437.3467
46;Algeria;DZA;1990;16,2385482882263;2,97303651951934;0,699908470278032;0,0005397619998221;0,0;0,838301043219076;93,734475906607;0,0;5,42722305017387;0,838301043219076;0,0;0,0;536,600058452687;869,387830758701;57,3573029901311;34,2069686257181;2,46648708676054;4,33731182795699;1764,7314453125;52650,0015258789;5070,0;;51,9;2,4940676377263;25518074,0;4,01659461355947;52,085;Lower middle income;62048562947.2509
47;Algeria;DZA;1991;16,2158757882892;3,04819165819947;0,696213692510518;0,025458886563218;0,0;1,68924762179302;93,9925050446815;0,0;4,31824733352551;1,68924762179302;0,0;0,0;537,921906427685;897,942117720257;57,4536838960263;38,9707768150583;2,54190868146188;4,0208813863161;-3249,44970703129;53540,0009155273;4860,0;;51,3;2,3846528039865;26133905,0;3,88245074991697;52,871;Lower middle income;45715614559.7064
48;Algeria;DZA;1992;16,3179020380058;3,17498971340281;0,692518914743003;0,0624959919386378;0,0;1,08826424587116;94,6789893907908;0,0;4,23274636333807;1,08826424587116;0,0;0,0;565,643360627401;898,039288698053;48,3039676541717;43,3821175937122;2,49885011396798;3,59716293833132;-11079,4614257813;54099,9984741211;4830,0;;50,8;2,32375186283265;26748303,0;3,79944679121294;53,657;Lower middle income;48003078388.5401
49;Algeria;DZA;1993;16,316642454676;3,16281374121441;0,688824136975488;2,0021783929732e-06;0,0;1,81827547130936;94,9520964252601;0,0;3,22962810343051;1,81827547130936;0,0;0,0;553,623563833247;881,2745420496;49,1728378930176;38,1324077854907;2,64016731246943;2,62035524703961;-4170,8017578125;57299,9992370605;4740,0;;50,2;2,24036926865414;27354327,0;3,68725563831442;54,439;Lower middle income;49945599428.5812
50;Algeria;DZA;1994;16,6432943982131;3,1393015190575;0,685129359207974;2,35055312276628e-06;0,0;0,834884071820148;95,3980787607504;0,0;3,76703716742946;0,834884071820148;0,0;0,0;556,430420639921;831,735583977753;52,2963913347309;42,5946009783368;2,63485643379251;3,19805450733753;-3448,31005859379;58250,0;4330,0;;49,4;2,10774651269655;27937006,0;3,53037361447747;55,219;Lower middle income;42543178042.4148
51;Algeria;DZA;1995;16,6470731482026;3,15693568567518;0,68143458144046;2,39438858769278e-06;0,0;0,9789500380421;95,6987065686026;0,0;3,32234339335531;0,9789500380421;0,0;0,0;565,418483067398;851,323978891512;64,6958193018481;37,1017070499658;2,68417518604347;2,65048049281314;-4232,9599609375;62450,0007629395;4240,0;;48,5;1,91804419938335;28478022,0;3,31714864470846;55,997;Lower middle income;41764315330.4366
52;Algeria;DZA;1996;16,6416149537733;3,15777540789507;0,677739803672945;0,575182994497542;0,0;0,653626416190568;95,7441657790259;0,0;3,60220780478358;0,653626416190568;0,0;0,0;576,063855075762;809,897030267831;70,87;38,4108108108108;2,62621912010343;1,97189189189189;-4794,0087890625;65639,9993896484;4340,0;;47,3;1,76331956063309;28984634,0;3,14135443775147;56,774;Lower middle income;46941582519.4661
53;Algeria;DZA;1997;16,6642874537103;3,21193749107795;0,67404502590543;0,539669753188526;0,0;0,348885891054566;95,8040656835838;0,0;3,84704842536168;0,348885891054566;0,0;0,0;580,912674437071;816,083786857193;53,602748867225;41,2518618701085;2,52510251464995;1,89819991761637;-2114,08056640629;67330,0018310547;4210,0;;46,0;1,68115971162844;29476031,0;3,02829853154123;57,544;Lower middle income;48177612042.1507
54;Algeria;DZA;1998;16,7213885646628;3,21655596328734;0,670350248137916;1,25882621850339;0,0;0,924254148396527;95,6280629352592;0,0;3,44768291634425;0,924254148396527;0,0;0,0;624,033656781088;831,920507856595;73,3645975315267;44,4280614435203;2,49459743379609;2,8336356318755;-679,8203125;68730,0033569336;4790,0;;44,7;1,51057323725397;29924668,0;2,83809493059887;58,313;Lower middle income;48187747528.899
55;Algeria;DZA;1999;16,6815017592181;3,22159429660668;0,666655470370402;0,599498524796816;0,0;0,81997010946399;96,4454497717817;0,0;2,73458011875429;0,81997010946399;0,0;0,0;658,767063940344;875,728936746136;65,726033015218;28,6398658756771;2,55420114681687;2,80439901986072;-868,1513671875;71319,9996948242;4720,0;11,1069798696683;43,2;1,39842912410864;30346083,0;2,76946453439341;59,118;Lower middle income;48640653469.3025
56;Algeria;DZA;2000;16,8032614811021;3,21697582439729;0,662960692602887;0,511221011496505;0,0;0,212498032425626;96,745631984889;0,0;3,04186998268535;0,212498032425626;0,0;0,0;689,23675778168;877,171907332344;50,5699783687492;39,3062832421428;2,60116932065548;2,50563557704543;-2266,8193359375;74620,002746582;7480,0;8,39504849504573;41,7;1,40229085828763;30774621,0;2,74811230466512;59,919;Lower middle income;54790392746.1939
57;Algeria;DZA;2001;16,8402092587772;3,18380679671165;0,677193984230017;2,03326583274669;0,0;0,259154929577465;96,8300469483568;0,0;2,91079812206573;0,259154929577465;0,0;0,0;714,785126174702;866,947117214408;54,9191734652936;38,0922682894209;2,52075375184469;2,80530159154741;-4735,2099609375;72279,9987792969;7640,0;9,74941999421354;40,1;1,37593080261361;31200985,0;2,69070377933956;60,712;Lower middle income;54744712814.8676
58;Algeria;DZA;2002;16,7335645368512;3,16869179675363;0,691427275857146;1,87623911755023;0,0;0,206163194444444;97,6345486111111;0,0;2,15928819444444;0,206163194444444;0,0;0,0;736,13355840638;914,915039815719;55,577327446835;36,7110434025619;2,6055586914062;3,24698918045019;-2802,8408203125;74169,9981689453;7460,0;9,22498210721608;38,5;1,34886695233422;31624696,0;2,64007182073424;61,501;Lower middle income;56760355865.0082
59;Algeria;DZA;2003;16,7548514951254;3,15051181069302;0,705660567484276;0,939901331709638;0,0;0,896148253356329;96,7806296709614;0,0;2,32322207568226;0,896148253356329;0,0;0,0;791,523977049704;959,25050637351;52,5556679389313;38,1308516221374;2,75113315210834;3,32846731870229;-5660,7802734375;80489,9978637695;7710,0;9,81055803710398;36,9;1,35423891111813;32055883,0;2,61935316011717;62,284;Lower middle income;67863828412.6882
60;Algeria;DZA;2004;17,27518536868;3,14601929681661;0,719893859111406;1,036824405961;0,0;0,8032;96,9984;0,0;2,1984;0,8032;0,0;0,0;808,608108240291;957,598304728247;48,5837542702321;38,6916232771822;2,75267566490605;2,26784662504417;-3698,890625;81180,0003051758;8390,0;9,44047738886738;35,3;1,40727321515229;32510186,0;2,6470662285033;63,061;Lower middle income;85332581188.6107
61;Algeria;DZA;2005;17,3028962019364;3,15357679679562;0,734127150738536;1,12017431933202;0,0;1,63644405130473;96,24944714728;0,0;2,1141088014153;1,63644405130473;0,0;0,0;895,842391939239;983,682159828551;68,8402090122486;34,9228284076863;2,85799339804472;2,6578435779301;-5192,0712890625;84279,9987792969;7770,0;7,69131487186431;33,8;1,36408196251206;32956690,0;2,57616153899167;63,83;Lower middle income;103198223709.439
62;Algeria;DZA;2006;17,2903003686381;3,13636249128788;0,748360442365665;1,57313710678752;0,0;0,618861068528928;97,2520297507523;0,0;2,12910918071879;0,618861068528928;0,0;0,0;867,741306436234;1038,27462054824;52,6366069333333;37,6126634666667;2,98518793909253;2,88275093333333;-4964,05957031299;85660,0036621094;8130,0;7,54307759118363;32,3;1,44113729642515;33435080,0;2,62941198808677;64,593;Lower middle income;117027307540.89
63;Algeria;DZA;2007;17,3201105074441;3,13594263017794;0,762593733992795;1,24964661179207;0,0;0,607592214216582;97,2577696526508;0,0;2,13463813313259;0,607592214216582;0,0;0,0;899,104153278558;1083,9941599279;50,8535415837644;38,1547483087943;3,02349702992544;2,99868085953044;-573,220703125;85190,0024414063;8160,0;7,57062579400626;31,0;1,62790867702938;33983827,0;2,78998744748105;65,348;Lower middle income;134977082623.78
64;Algeria;DZA;2008;17,344042590711;3,14433985237683;0,776827025619925;1,54303873355704;0,0;0,703350233621632;97,3282632468436;0,0;1,96838651953474;0,703350233621632;0,0;0,0;951,703450824644;1078,20433634276;49,6115232233869;35,9576872776228;3,11690111934211;2,89509279738436;-1151,37109375;85529,9987792969;7870,0;6,58667599204035;29,8;1,70897167476718;34569592,0;2,84862438842223;66,097;Lower middle income;171000699876.747
65;Algeria;DZA;2009;17,3738527295171;3,14601929681661;0,791060317247055;2,00197507346945;0,0;0,794784551050622;97,6286330225189;0,0;1,57658242643048;0,794784551050622;0,0;0,0;869,700188120611;1158,18235445087;48,7177387603086;39,8404575685023;3,18700648510356;1,41451183825485;4114,53125;82330,0018310547;8470,0;9,34336541090136;28,7;1,79590393152832;35196037,0;2,89279288193908;66,826;Lower middle income;137211035770.034
66;Algeria;DZA;2010;17,3713335628574;3,14979804680612;0,805293608874184;1,42696363601643;0,0;0,380460926225565;97,5116980802029;0,0;2,10784099357152;0,380460926225565;0,0;0,0;1020,07053479853;1117,98048903145;47,2068720169701;40,1282720523246;3,18437374165018;1,07605091037652;2490,390625;82790,0009155273;8730,0;8,46644357650095;27,8;1,85870199052442;35856344,0;2,9214805958999;67,54;Lower middle income;161207270185.25
67;Algeria;DZA;2011;17,3772116183966;3,14979804680612;0,808484553309765;1,28553461707309;0,0;0,980009370607528;96,9350304544745;0,0;2,08496017491801;0,980009370607528;0,0;0,0;1126,95701820467;1144,32285037731;48,0521643812426;39,7491129168783;3,30537210161235;0,887728119180633;2416,560546875;81290,0009155273;9350,0;8,1105898797768;27,1;1,89839428094337;36543541,0;2,92362164020675;68,236;Lower middle income;200013052199.2
